Name,Authentic Player Name Search,Face Pic,Player ID,Club,Nationality,Birth Date,Age,Wage USD,Wage EUR,Wage GBP,Primary,Secondary,Tertiary,Overall
Chapman,Jacob Chapman,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p256474.png,256474,Huddersfield Town,Australia,2000-10-22,23,1500,1400,1200,GK,,,58
Ayina,Loick Ayina,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p258375.png,258375,Huddersfield Town,Congo,2003-04-20,21,1700,1600,1300,CB,,,61
Sørensen,Lasse Sørensen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p240826.png,240826,Huddersfield Town,Denmark,1999-10-21,24,4100,3800,3200,RB,RM,,67
Iorpenda,Tom Iorpenda,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p278986.png,278986,Huddersfield Town,England,2005-04-06,19,1400,1300,1100,CM,CDM,,59
Hudlin,Kyle Hudlin,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p270513.png,270513,Huddersfield Town,England,2000-06-15,24,2300,2100,1800,ST,,,60
Headley,Jaheim Headley,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p258491.png,258491,Huddersfield Town,England,2001-09-24,22,2500,2300,2000,LB,LM,,63
Harratt,Kian Harratt,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p254552.png,254552,Huddersfield Town,England,2002-06-21,22,2700,2500,2100,ST,,,62
Miller,Mickel Miller,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p242322.png,242322,Huddersfield Town,England,1995-12-02,28,3800,3500,2900,LB,LM,,65
Wiles,Ben Wiles,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p239023.png,239023,Huddersfield Town,England,1999-04-17,25,3400,3100,2700,CM,RM,,64
Kane,Herbie Kane,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p236247.png,236247,Huddersfield Town,England,1998-11-23,25,5900,5400,4600,CM,,,68
Evans,Antony Evans,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p231580.png,231580,Huddersfield Town,England,1998-09-23,25,4300,4000,3400,CM,CAM,RM,66
Healey,Rhys Healey,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p212994.png,212994,Huddersfield Town,England,1994-12-06,29,7000,6400,5500,ST,,,68
Ladapo,Freddie Ladapo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p208989.png,208989,Huddersfield Town,England,1993-02-01,31,4300,3900,3300,ST,,,65
Pearson,Matty Pearson,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p208014.png,208014,Huddersfield Town,England,1993-08-03,30,5700,5200,4400,CB,RB,,68
Turton,Oliver Turton,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p203292.png,203292,Huddersfield Town,England,1992-12-06,31,3600,3300,2800,RB,CB,,65
Ruffels,Josh Ruffels,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p202528.png,202528,Huddersfield Town,England,1993-10-23,30,3300,3000,2500,LB,CB,,64
Nicholls,Lee Nicholls,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p198285.png,198285,Huddersfield Town,England,1992-10-05,31,4600,4200,3600,GK,,,68
Lees,Tom Lees,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p193569.png,193569,Huddersfield Town,England,1990-11-28,33,4100,3800,3200,CB,,,66
Ward,Danny Ward,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p194319.png,194319,Huddersfield Town,England,1990-12-09,33,4300,3900,3300,ST,,,65
Eccleston,Neo Eccleston,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72212.png,72212,Huddersfield Town,England,2003-10-11,20,1600,1500,1200,RB,,,58
Hogg,Jonathan Hogg,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p183546.png,183546,Huddersfield Town,England,1988-12-06,35,3400,3100,2700,CDM,CM,,67
Kasumu,David Kasumu,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p233938.png,233938,Huddersfield Town,Nigeria,1999-10-05,24,4100,3800,3200,CDM,CM,RB,67
Spencer,Brodie Spencer,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p270637.png,270637,Huddersfield Town,Northern Ireland,2004-05-06,20,2900,2700,2300,RB,LB,RM,66
Helik,Michał Helik,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p219293.png,219293,Huddersfield Town,Poland,1995-09-09,28,9500,8700,7400,CB,,,71
Radulovic,Bojan Radulović,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243831.png,243831,Huddersfield Town,Serbia,1999-12-29,24,3400,3100,2700,ST,,,64
Koroma,Josh Koroma,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p233565.png,233565,Huddersfield Town,Sierra Leone,1998-11-09,25,5000,4600,3900,LM,ST,,67
Balker,Radinio Balker,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262100.png,262100,Huddersfield Town,Suriname,1998-09-03,25,4600,4200,3600,CB,RB,,67
Thomas,Sorba Thomas,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p260478.png,260478,Huddersfield Town,Wales,1999-01-25,25,9500,8700,7400,RM,ST,,71
Maxwell,Chris Maxwell,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p209333.png,209333,Huddersfield Town,Wales,1990-07-30,33,3900,3600,3000,GK,,,67
Soko,Patrick Soko,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p240047.png,240047,Huesca,Cameroon,1997-10-31,26,4100,3800,3200,RM,,,67
Blasco,Jérémy Blasco,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262504.png,262504,Huesca,France,1999-02-12,25,3600,3300,2800,CB,,,67
Ayman,Ayman,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70225.png,70225,Huesca,Morocco,2005-05-01,19,1200,1100,950,ST,,,60
Jordi Martín,Jordi Martín,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p278982.png,278982,Huesca,Spain,2001-01-05,23,2400,2200,1900,LM,RM,CAM,64
Toni Abad,Toni Abad,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276083.png,276083,Huesca,Spain,1996-11-03,27,4400,4100,3400,RB,,,68
I. Vilarrasa,Vilarrasa,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p270338.png,270338,Huesca,Spain,1999-08-23,24,2800,2500,2100,LB,,,66
Diego González,Diego González,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p269223.png,269223,Huesca,Spain,1999-05-07,25,2700,2500,2100,CB,LB,,65
Kortajarena,Kortajarena,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p264828.png,264828,Huesca,Spain,2000-08-21,23,2400,2200,1900,CM,,,64
H. Anglada,Anglada,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p263320.png,263320,Huesca,Spain,2004-01-01,20,2000,1800,1600,CB,,,65
Unzueta,Iker Unzueta,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262488.png,262488,Huesca,Spain,1998-08-04,25,2900,2700,2300,ST,,,64
R. Pulido,Rubén Pulido,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p258652.png,258652,Huesca,Spain,2000-09-02,23,2400,2200,1900,CB,,,65
Hugo Vallejo,Hugo Vallejo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p246787.png,246787,Huesca,Spain,2000-02-15,24,3600,3300,2800,LM,ST,,67
Javi Mier,Javi Mier,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p246617.png,246617,Huesca,Spain,1999-02-04,25,3400,3100,2600,CM,,,66
Joaquín,Joaquín,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p246276.png,246276,Huesca,Spain,1999-03-10,25,3900,3600,3100,RM,LM,,67
Javi Pérez,Javi Pérez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p240903.png,240903,Huesca,Spain,1995-08-14,28,2300,2100,1800,CAM,CM,,62
M. Loureiro,Loureiro,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p239403.png,239403,Huesca,Spain,1996-11-21,27,5200,4800,4100,CB,RB,,69
Gerard V.,Gerard Valentín,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p229654.png,229654,Huesca,Spain,1993-07-28,30,7800,7100,6100,RM,RB,,71
Juan Pérez,Juan Pérez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p228456.png,228456,Huesca,Spain,1996-07-15,27,3000,2800,2400,GK,,,67
J. Pulido,Pulido,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p200519.png,200519,Huesca,Spain,1991-04-08,33,8000,7400,6300,CB,,,72
D. Jiménez,Dani Jiménez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p194934.png,194934,Huesca,Spain,1990-03-05,34,3600,3300,2800,GK,,,68
Sielva,Óscar Sielva,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p190199.png,190199,Huesca,Spain,1991-08-06,32,10000,9100,7800,CM,,,73
Marc Torra,Marc Torra,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p75029.png,75029,Huesca,Spain,2004-08-23,19,1800,1700,1400,LW,LM,,64
Adrián Pereda,Adrián Pereda,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73186.png,73186,Huesca,Spain,2003-05-14,21,1000,900,750,GK,,,61
Belloumi,Mohamed Belloumi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p277663.png,277663,Hull City,Algeria,2002-06-01,22,28500,26000,22000,RM,RW,,72
Millar,Liam Millar,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p240925.png,240925,Hull City,Canada,1999-09-27,24,28500,26000,22000,LM,LW,RM,72
Pandur,Ivor Pandur,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p258585.png,258585,Hull City,Croatia,2000-03-25,24,15000,14000,12000,GK,,,70
Zambrano,Óscar Zambrano,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p268599.png,268599,Hull City,Ecuador,2004-04-20,20,16000,15000,12500,CDM,CM,,70
Sellars-Fleming,Tyrell Sellars-Fleming,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p278708.png,278708,Hull City,England,2005-05-31,19,4600,4200,3600,ST,,,56
Hughes,Charlie Hughes,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p272895.png,272895,Hull City,England,2003-10-16,20,9900,9100,7700,CB,,,67
Simons,Xavier Simons,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p271668.png,271668,Hull City,England,2003-02-20,21,6700,6200,5200,CDM,CM,,64
Kamara,Abu Kamara,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p270379.png,270379,Hull City,England,2003-07-21,20,13000,12000,10500,RM,LM,,68
Burstow,Mason Burstow,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p265777.png,265777,Hull City,England,2003-08-04,20,6300,5700,4900,ST,,,61
Jarvis,Will Jarvis,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p263840.png,263840,Hull City,England,2002-12-17,21,6800,6200,5300,LM,LW,,63
Smith,Andy Smith,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p256482.png,256482,Hull City,England,2001-09-11,22,6400,5800,5000,CB,,,62
Drameh,Cody Drameh,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p254529.png,254529,Hull City,England,2001-12-08,22,19500,18000,15000,RB,,,70
Cartwright,Harvey Cartwright,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p254122.png,254122,Hull City,England,2002-05-09,22,4900,4500,3900,GK,,,62
Longman,Ryan Longman,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p250825.png,250825,Hull City,England,2000-11-06,23,13000,12000,10500,LM,RM,ST,67
Jacob,Matty Jacob,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p248692.png,248692,Hull City,England,2001-06-03,23,10000,9300,7900,LB,,,66
Giles,Ryan Giles,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243608.png,243608,Hull City,England,2000-01-26,24,29000,26500,22500,LB,,,73
Slater,Regan Slater,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p241953.png,241953,Hull City,England,1999-09-10,24,21500,20000,17000,CM,CDM,RB,70
Fleming,Brandon Fleming,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p237933.png,237933,Hull City,England,1999-12-03,24,8100,7400,6300,LB,,,64
A. Jones,Alfie Jones,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p236315.png,236315,Hull City,England,1997-10-07,26,29500,27000,23000,CB,,,72
Coyle,Lewie Coyle,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p224099.png,224099,Hull City,England,1995-10-15,28,24000,22000,18500,RB,LB,,70
Lo-Tutala,Thimothée Lo-Tutala,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p271333.png,271333,Hull City,France,2003-02-13,21,6200,5700,4800,GK,,,66
Mehlem,Marvin Mehlem,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p227978.png,227978,Hull City,Germany,1997-09-11,26,40000,37000,31000,CAM,CM,,74
Mills,Jevon Mills,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p265669.png,265669,Hull City,Ireland,2003-09-27,20,4600,4200,3600,CB,,,58
Vaughan,Harry Vaughan,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p261420.png,261420,Hull City,Ireland,2004-04-06,20,7600,7000,5900,LM,LW,CAM,64
Furlong,James Furlong,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p248569.png,248569,Hull City,Ireland,2002-06-07,22,8100,7400,6300,LB,,,64
McLoughlin,Sean McLoughlin,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p241534.png,241534,Hull City,Ireland,1996-11-13,27,16500,15000,12500,CB,,,68
Palmer,Kasey Palmer,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p225441.png,225441,Hull City,Jamaica,1996-11-09,27,25000,23000,19500,CAM,LM,,70
Racioppi,Anthony Racioppi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243573.png,243573,Hull City,Switzerland,1998-12-31,25,20000,18500,15500,GK,,,71
Sinik,Doğukan Sinik,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p234129.png,234129,Hull City,Turkey,1999-01-21,25,17000,15500,13500,LM,LW,,68
Abdülkadir,Abdülkadir Ömür,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p231777.png,231777,Hull City,Turkey,1999-06-25,25,31000,28500,24000,CAM,RM,CM,72
Jones,Callum Jones,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p258969.png,258969,Hull City,Wales,2001-04-05,23,6600,6000,5100,CM,CDM,,61
Figueredo,Leandro Figueredo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p278420.png,278420,Huracán,Argentina,2003-07-12,20,1600,1500,1200,CB,CDM,,58
Durán,Nazareno Durán,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p278440.png,278440,Huracán,Argentina,2004-05-10,20,1200,1100,900,GK,,,58
Toledo,Agustín Toledo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p272956.png,272956,Huracán,Argentina,2000-03-01,24,3500,3200,2800,CDM,CM,,66
Cabral,Rodrigo Cabral,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p260826.png,260826,Huracán,Argentina,2000-08-08,23,6400,5800,5000,LM,LW,,69
Meza,Sebastián Meza,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p258180.png,258180,Huracán,Argentina,2000-03-14,24,6900,6300,5400,GK,,,72
Ramírez,Sebastián Ramírez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p255972.png,255972,Huracán,Argentina,2000-09-04,23,3100,2800,2400,RW,RM,ST,63
Ibañez,Cesar Ibañez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253384.png,253384,Huracán,Argentina,1999-06-17,25,3900,3600,3100,LB,,,66
Pereyra,Fabio Pereyra,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251138.png,251138,Huracán,Argentina,1990-01-31,34,9100,8300,7100,CB,,,71
Ferrario,Rafael Ferrario,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p245057.png,245057,Huracán,Argentina,2000-04-30,24,1500,1400,1200,GK,,,60
De La Fuente,Hernán De La Fuente,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p241696.png,241696,Huracán,Argentina,1997-01-07,27,7900,7200,6200,RB,,,70
Mazzantti,Walter Mazzantti,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p236803.png,236803,Huracán,Argentina,1996-09-05,27,7300,6700,5700,RM,ST,RW,69
Cordero,Nicolás Cordero,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p235991.png,235991,Huracán,Argentina,1999-04-11,25,7700,7000,6000,ST,,,69
Benítez,Guillermo Benítez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p232535.png,232535,Huracán,Argentina,1993-12-08,30,4100,3800,3200,LB,,,66
E. Ramirez,Eric Ramírez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p228211.png,228211,Huracán,Argentina,1996-09-21,27,6700,6200,5300,ST,CAM,RM,68
Fattori,Federico Fattori,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p226671.png,226671,Huracán,Argentina,1992-07-22,31,12500,11500,9900,CDM,CM,,74
Abila,Ramón Ábila,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p226378.png,226378,Huracán,Argentina,1989-10-14,34,9400,8600,7300,ST,,,70
Carrizo,Lucas Carrizo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p221952.png,221952,Huracán,Argentina,1997-05-20,27,4100,3800,3200,CB,LB,,66
Garate,Leandro Garate,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p219614.png,219614,Huracán,Argentina,1993-09-02,30,8000,7300,6200,ST,,,69
Tobio,Fernando Tobio,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p213433.png,213433,Huracán,Argentina,1989-10-18,34,7900,7200,6200,CB,,,70
Burdisso,Guillermo Burdisso,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p200653.png,200653,Huracán,Argentina,1988-09-26,35,3400,3100,2700,CB,,,67
Alarcón,Williams Alarcón,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243684.png,243684,Huracán,Chile,2000-11-29,23,5400,4900,4200,CM,CDM,LM,68
Echeverría,Rodrigo Echeverría,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p221413.png,221413,Huracán,Chile,1995-04-17,29,14500,13500,11500,CM,CDM,CB,74
H. Galindez,Hernán Galíndez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253354.png,253354,Huracán,Ecuador,1987-03-30,37,6700,6100,5200,GK,,,74
Pérez,Marcelo Pérez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p259514.png,259514,Huracán,Paraguay,2001-03-23,23,2500,2300,2000,ST,,,61
Soñora,Alan Soñora,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p252240.png,252240,Huracán,United States,1998-08-03,25,9500,8700,7400,CM,CAM,RM,71
Siles,Pablo Siles,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p278176.png,278176,Huracán,Uruguay,1997-07-15,26,4800,4400,3700,CDM,,,67
Sahni,Aman Sahni,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p279585.png,279585,Hyderabad,India,2004-05-08,20,150,150,150,GK,,,48
Rafi,Muhammed Rafi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p278697.png,278697,Hyderabad,India,2001-05-18,23,300,250,250,CB,,,52
Sailo,Lalchhanhima Sailo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p278054.png,278054,Hyderabad,India,2003-03-03,21,250,200,200,CDM,CM,,54
Chhunga HMR,Ramhlunchhunga Ramhlunchhunga,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p277567.png,277567,Hyderabad,India,2001-04-24,23,350,300,250,LM,RM,,57
Saji,Alex Saji,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p270742.png,270742,Hyderabad,India,2000-05-09,24,300,250,250,RB,CB,,53
Mohammad,Manoj Mohammad,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p270743.png,270743,Hyderabad,India,1999-01-08,25,300,300,250,LB,,,53
Joshy,Soyal Joshy,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p270838.png,270838,Hyderabad,India,2002-04-23,22,250,250,200,RB,,,50
Rabeeh,Abdul Rabeeh,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p263058.png,263058,Hyderabad,India,2001-01-23,23,400,350,300,RW,RM,RB,56
Aaren,Aaren D'Silva,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p259218.png,259218,Hyderabad,India,1997-12-12,26,400,350,300,ST,,,53
Biaka Jongte,Lalbiakhlua Jongte,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p259313.png,259313,Hyderabad,India,2002-07-23,21,200,150,150,GK,,,51
Aaryan,Aaryan Saroha,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74868.png,74868,Hyderabad,India,2001-08-01,22,200,200,150,GK,,,49
Hrangthankima,Laldanmawia Hrangthankima,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74869.png,74869,Hyderabad,India,2004-06-03,20,200,200,150,LB,RB,,49
Vanlalrinchhana,Aron Vanlalrinchhana,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70654.png,70654,Hyderabad,India,2004-03-18,20,250,250,200,RM,,,48
Lepcha,Amon Lepcha,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70656.png,70656,Hyderabad,India,2004-05-25,20,300,250,200,RW,LW,ST,49
Madambillath,Rashid Madambillath,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70657.png,70657,Hyderabad,India,2001-07-21,22,300,250,250,CM,,,48
Abhijith PA,Abhijith PA,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70658.png,70658,Hyderabad,India,2003-05-15,21,300,250,200,CAM,CDM,,51
Sherpa,Cris Sherpa,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70659.png,70659,Hyderabad,India,2006-08-14,17,50,50,50,ST,LM,RM,47
Marandi,Vijay Marandi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70660.png,70660,Hyderabad,India,2005-04-27,19,150,150,150,LB,LM,,49
Sunny,Joseph Sunny,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70661.png,70661,Hyderabad,India,2003-10-13,20,300,300,250,ST,RM,,52
Lalnundanga,Amosa Lalnundanga,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70662.png,70662,Hyderabad,India,2004-03-20,20,250,250,200,CM,,,49
Singh,Suresh Singh,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70663.png,70663,Hyderabad,India,2005-01-01,19,200,150,150,CB,,,52
Pombo,Joaquín Pombo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p268620.png,268620,IDV,Argentina,2001-03-18,23,4500,4100,3500,CB,,,64
C. Zabala,Cristian Zabala,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p266310.png,266310,IDV,Argentina,1998-03-04,26,6600,6000,5100,CDM,CM,,66
R. Schunke,Richard Schunke,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253341.png,253341,IDV,Argentina,1991-11-26,32,16500,15000,13000,CB,,,72
Carabajal,Mateo Carabajal,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p241064.png,241064,IDV,Argentina,1997-02-21,27,12500,11500,9900,CB,,,70
G. Villar,Guido Villar,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p237046.png,237046,IDV,Argentina,1998-02-15,26,6200,5700,4900,GK,,,67
Hoyos,Michael Hoyos,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p198628.png,198628,IDV,Argentina,1991-08-02,32,15000,14000,11500,ST,,,70
